acad_org,session,cf_term_id,cf_status,course_subject,course_number,section_number,course_title,cf_course_id,instructor_name,start_date,end_date,bb_course_id,cp_cycle_id
DSAB-SPS,1,1249,Active,DSSV,619,"1         ",Accom Outside Classrm,15819,"Shayesteh,Soudabeh",2024-08-28,2024-12-21,SPS01_DSSV_619_1249_15819,10
DSAB-SPS,1,1249,Active,DSAB,602,"1         ",Embodiment and Disability,15810,"Kasnitz,Deborah J",2024-08-28,2024-12-21,SPS01_DSAB_602_1249_15810,10
DSAB-SPS,1,1249,Active,DSAB,649,"2         ",Independent Study,53189,"Kasnitz,Deborah J",2024-08-28,2024-12-21,SPS01_DSAB_649_1249_53189,10
DSAB-SPS,1,1249,Active,DSAB,200,"2         ",Disability and Society,52705,"Ippolito,Stephen",2024-08-28,2024-12-21,SPS01_DSAB_200_1249_52705,10
DSAB-SPS,1,1249,Active,DSAB,224,"1         ",Inclusion,15800,"Dumoulin,Kristen",2024-08-28,2024-12-21,SPS01_DSAB_224_1249_15800,10
DSAB-SPS,1,1249,Active,DSAB,499,"1         ",Senior Research Project,15808,"Dumoulin,Kristen",2024-08-28,2024-12-21,SPS01_DSAB_499_1249_15808,10
DSAB-SPS,1,1249,Active,DSAB,209,"1         ",Disability Narratives,15797,"Brooks,Emily L.",2024-08-28,2024-12-21,SPS01_DSAB_209_1249_15797,10
DSAB-SPS,1,1249,Active,DSAB,222,"1         ",Autism Narratives,15799,"Brooks,Emily L.",2024-08-28,2024-12-21,SPS01_DSAB_222_1249_15799,10
DSAB-SPS,1,1249,Active,DSAB,311,"1         ",Person Center Plan,15802,"Liebman,Karen B",2024-08-28,2024-12-21,SPS01_DSAB_311_1249_15802,10
DSAB-SPS,1,1249,Active,DSAB,342,"1         ",Disab-Film & Lit,15806,"Evans,Cassandra",2024-08-28,2024-12-21,SPS01_DSAB_342_1249_15806,10
DSAB-SPS,1,1249,Active,DSAB,601,"1         ",Psych Cult Polit Asp of Disab,15809,"Friedman,Mark G",2024-08-28,2024-12-21,SPS01_DSAB_601_1249_15809,10
DSAB-SPS,1,1249,Active,DSAB,601,"2         ",Psych Cult Polit Asp of Disab,53294,"Friedman,Mark G",2024-08-28,2024-12-21,SPS01_DSAB_601_1249_53294,10
DSAB-SPS,1,1249,Active,DSAB,611,"1         ",Research Methods,15812,"Marcum,Andrew B",2024-08-28,2024-12-21,SPS01_DSAB_611_1249_15812,10
DSAB-SPS,1,1249,Active,DSAB,622,"1         ",Media & Disability,15813,"Brooks,Emily L.",2024-08-28,2024-12-21,SPS01_DSAB_622_1249_15813,10
DSAB-SPS,1,1249,Active,DSAB,627,"1         ",Disability and Narrative,15832,"Evans,Cassandra",2024-08-28,2024-12-21,SPS01_DSAB_627_1249_15832,10
DSAB-SPS,1,1249,Active,DSAB,629,"1         ",Students w DSAB in Higher Ed,15816,"Nielson,Karen E",2024-08-28,2024-12-21,SPS01_DSAB_629_1249_15816,10
DSAB-SPS,1,1249,Active,DSAB,649,"1         ",Independent Study,15825,"Nielson,Karen E",2024-08-28,2024-12-21,SPS01_DSAB_649_1249_15825,10
DSAB-SPS,1,1249,Active,DSAB,699,"1         ",Capstone Course,15826,"Evans,Cassandra",2024-08-28,2024-12-21,SPS01_DSAB_699_1249_15826,10
DSAB-SPS,1,1249,Active,DSSV,604,"1         ",Legal Aspects-Disability Svcs,15824,"Nielson,Karen E",2024-08-28,2024-12-21,SPS01_DSSV_604_1249_15824,10
DSAB-SPS,1,1249,Active,DSAB,207,"1         ","Law, Policy and Disability",15795,"Kelsey,Anne N",2024-08-28,2024-12-21,SPS01_DSAB_207_1249_15795,10
DSAB-SPS,1,1249,Active,DSAB,207,"2         ","Law, Policy and Disability",53817,"Kelsey,Anne N",2024-08-28,2024-12-21,SPS01_DSAB_207_1249_53817,10
DSAB-SPS,1,1249,Active,DSSV,606,"1         ",Asst Tech-Higher Educ,15823,"Le Lay,Brian",2024-08-28,2024-12-21,SPS01_DSSV_606_1249_15823,10
DSAB-SPS,1,1249,Active,DSSV,607,"1         ",HE Disab Svcs Admin,15822,"Tucker,Kevin",2024-08-28,2024-12-21,SPS01_DSSV_607_1249_15822,10
DSAB-SPS,1,1249,Active,DSSV,699,"1         ",Capstone,15817,"Le Lay,Brian",2024-08-28,2024-12-21,SPS01_DSSV_699_1249_15817,10
DSAB-SPS,1,1249,Active,DSAB,208,"1         ",Disability in History,15796,NULL,2024-08-28,2024-12-21,SPS01_DSAB_208_1249_15796,10
DSAB-SPS,1,1249,Active,DSAB,312,"1         ",Support Chld/Adults w Disab,15803,NULL,2024-08-28,2024-12-21,SPS01_DSAB_312_1249_15803,10
DSAB-SPS,1,1249,Active,DSAB,449,"1         ",Internship,15807,NULL,2024-08-28,2024-12-21,SPS01_DSAB_449_1249_15807,10
DSAB-SPS,1,1249,Active,DSAB,649,"3         ",Independent Study,53229,NULL,2024-08-28,2024-12-21,SPS01_DSAB_649_1249_53229,10
DSAB-SPS,1,1249,Tentative,DSAB,699,"2         ",Capstone Course,37167,NULL,2024-08-28,2024-12-21,SPS01_DSAB_699_1249_37167,10
DSAB-SPS,1,1249,Active,DSSV,649,"1         ",Independent Study,15818,NULL,2024-08-28,2024-12-21,SPS01_DSSV_649_1249_15818,10
DSAB-SPS,1,1249,Tentative,DSSV,699,"2         ",Capstone,47048,NULL,2024-08-28,2024-12-21,SPS01_DSSV_699_1249_47048,10
ECLD-SPS,1,1249,Active,EDUC,203,"1         ","Prog, Prof & Family Dynamics",27853,"Corey,Jeannette Marie",2024-08-28,2024-12-21,SPS01_EDUC_203_1249_27853,10
ECLD-SPS,1,1249,Active,EDUC,203,"3         ","Prog, Prof & Family Dynamics",27884,"Corey,Jeannette Marie",2024-08-28,2024-12-21,SPS01_EDUC_203_1249_27884,10
ECLD-SPS,1,1249,Active,EDUC,201,"3         ",Observing Devel Young Chld,27843,"Torres Marrero,Emily",2024-08-28,2024-12-21,SPS01_EDUC_201_1249_27843,10
ECLD-SPS,1,1249,Active,EDUC,201,"2         ",Observing Devel Young Chld,27842,"Mack-Brown,Keshon C",2024-08-28,2024-12-21,SPS01_EDUC_201_1249_27842,10
ECLD-SPS,1,1249,Active,EDUC,203,"2         ","Prog, Prof & Family Dynamics",27854,"Mack-Brown,Keshon C",2024-08-28,2024-12-21,SPS01_EDUC_203_1249_27854,10
ECLD-SPS,4W3,1249,Active,ECE,608,"1         ",Expenses & Resources,29975,"Pettinicchi,Jenna E",2024-11-11,2024-12-08,SPS01_ECE_608_1249_29975,10
ECLD-SPS,1,1249,Active,EDUC,203,"4         ","Prog, Prof & Family Dynamics",27856,"Povemba,Sheridan A",2024-08-28,2024-12-21,SPS01_EDUC_203_1249_27856,10
ECLD-SPS,4W1,1249,Active,ECE,602,"1         ",Personnel Management,29985,"Povemba,Sheridan A",2024-09-16,2024-10-13,SPS01_ECE_602_1249_29985,10
ECLD-SPS,4W3,1249,Active,ECE,604,"1         ",Supv of ECE Teachers,29987,"Spinks-King,Pamela",2024-11-11,2024-12-08,SPS01_ECE_604_1249_29987,10
ECLD-SPS,1,1249,Active,EDUC,200,"2         ",Development Birth - 5 Years,27838,"Nedderman,Wanda O",2024-08-28,2024-12-21,SPS01_EDUC_200_1249_27838,10
ECLD-SPS,1,1249,Active,EDUC,202,"3         ",Curric & Learn Environments,27848,"Nedderman,Wanda O",2024-08-28,2024-12-21,SPS01_EDUC_202_1249_27848,10
ECLD-SPS,1,1249,Active,EDUC,200,"1         ",Development Birth - 5 Years,27825,"Zaita,Jacqueline",2024-08-28,2024-12-21,SPS01_EDUC_200_1249_27825,10
ECLD-SPS,1,1249,Active,EDUC,200,"3         ",Development Birth - 5 Years,27839,"Zaita,Jacqueline",2024-08-28,2024-12-21,SPS01_EDUC_200_1249_27839,10
ECLD-SPS,1,1249,Active,EDUC,202,"1         ",Curric & Learn Environments,27845,"Frazier,Shavon P",2024-08-28,2024-12-21,SPS01_EDUC_202_1249_27845,10
ECLD-SPS,1,1249,Active,EDUC,202,"2         ",Curric & Learn Environments,27847,"Lareche,Huguette",2024-08-28,2024-12-21,SPS01_EDUC_202_1249_27847,10
ECLD-SPS,4W1,1249,Active,ECE,606,"1         ",Financial Plan ECE,27858,"Lachar,Camille S",2024-09-16,2024-10-13,SPS01_ECE_606_1249_27858,10
ECLD-SPS,4W2,1249,Active,ECE,607,"1         ",Budgets and Accounting,29974,"Lachar,Camille S",2024-10-14,2024-11-10,SPS01_ECE_607_1249_29974,10
ECLD-SPS,1,1249,Active,EDUC,201,"1         ",Observing Devel Young Chld,27827,"Blecker,Alice L",2024-08-28,2024-12-21,SPS01_EDUC_201_1249_27827,10
ECLD-SPS,1,1249,Active,EDUC,201,"4         ",Observing Devel Young Chld,27844,"Blecker,Alice L",2024-08-28,2024-12-21,SPS01_EDUC_201_1249_27844,10
ECLD-SPS,1,1249,Active,EDUC,200,"4         ",Development Birth - 5 Years,27841,"Krieger,Gail R",2024-08-28,2024-12-21,SPS01_EDUC_200_1249_27841,10
ECLD-SPS,1,1249,Active,EDUC,202,"4         ",Curric & Learn Environments,27850,"Krieger,Gail R",2024-08-28,2024-12-21,SPS01_EDUC_202_1249_27850,10
ECLD-SPS,4W2,1249,Active,ECE,603,"1         ",Staff Development,29986,NULL,2024-10-14,2024-11-10,SPS01_ECE_603_1249_29986,10
HIM-SPS,1,1249,Active,HESA,369,"1         ",Health Information Technology,15462,"Hoskins-Presbery,Jevon M",2024-08-28,2024-12-21,SPS01_HESA_369_1249_15462,10
HIM-SPS,1,1249,Active,HESA,369,"3         ",Health Information Technology,15461,"Hoskins-Presbery,Jevon M",2024-08-28,2024-12-21,SPS01_HESA_369_1249_15461,10
HIM-SPS,1,1249,Active,HIM,605,"1         ",Healthcare Information Systems,15429,"Stefanopoulos,Nicholas",2024-08-28,2024-12-21,SPS01_HIM_605_1249_15429,10
HIM-SPS,1,1249,Active,HIM,635,"1         ",Healthcare Info/Data Analytics,15425,"Stefanopoulos,Nicholas",2024-08-28,2024-12-21,SPS01_HIM_635_1249_15425,10
HIM-SPS,1,1249,Active,HIM,340,"1         ",Diagnosis Coding Using ICD,15573,"Benjamin,Christina M",2024-08-28,2024-12-21,SPS01_HIM_340_1249_15573,10
HIM-SPS,1,1249,Active,HIM,365,"3         ",Management in Health Care,15756,"Colin-Eugene,Marie M",2024-08-28,2024-12-21,SPS01_HIM_365_1249_15756,10
HIM-SPS,1,1249,Active,HIM,440,"1         ",Advanced Coding,15494,"Benjamin,Christina M",2024-08-28,2024-12-21,SPS01_HIM_440_1249_15494,10
HIM-SPS,1,1249,Active,BIO,200,"1         ",Biology of the Human Body,15698,"Brown,James William",2024-08-28,2024-12-21,SPS01_BIO_200_1249_15698,10
HIM-SPS,1,1249,Active,BIO,200,"2         ",Biology of the Human Body,15699,"Brown,James William",2024-08-28,2024-12-21,SPS01_BIO_200_1249_15699,10
HIM-SPS,1,1249,Active,HIM,210,"4         ",Introduction to Spreadsheets,15419,"Yarbrough,Cynthia M",2024-08-28,2024-12-21,SPS01_HIM_210_1249_15419,10
HIM-SPS,1,1249,Active,HIM,210,"5         ",Introduction to Spreadsheets,15420,"Yarbrough,Cynthia M",2024-08-28,2024-12-21,SPS01_HIM_210_1249_15420,10
HIM-SPS,1,1249,Active,HIM,360,"3         ",Priv & Security Health Info,15763,"Yarbrough,Cynthia M",2024-08-28,2024-12-21,SPS01_HIM_360_1249_15763,10
HIM-SPS,1,1249,Active,HIM,630,"1         ",Healthcare Strat Mgmt/Leadshp,15426,"Kirk,Kathleen Marie",2024-08-28,2024-12-21,SPS01_HIM_630_1249_15426,10
HIM-SPS,1,1249,Active,HIM,699,"1         ",Capstone,15422,"Kirk,Kathleen Marie",2024-08-28,2024-12-21,SPS01_HIM_699_1249_15422,10
HIM-SPS,1,1249,Active,PROM,210,"5         ",Project Management,15748,"Widmar Jr,Willard M",2024-08-28,2024-12-21,SPS01_PROM_210_1249_15748,10
HIM-SPS,1,1249,Active,HIM,205,"2         ",Healthcare Delivery Systems,15659,"Maliavsky,Jordan S",2024-08-28,2024-12-21,SPS01_HIM_205_1249_15659,10
HIM-SPS,1,1249,Active,HIM,351,"1         ",Prof Practice Experience I,15762,"Faden,Marsha Joan",2024-08-28,2024-12-21,SPS01_HIM_351_1249_15762,10
HIM-SPS,1,1249,Active,HIM,365,"2         ",Management in Health Care,15758,"Davidson,Sonia M.",2024-08-28,2024-12-21,SPS01_HIM_365_1249_15758,10
HIM-SPS,1,1249,Active,HIM,370,"1         ",Org Dev/Planning in Hlth Care,15751,"Faden,Marsha Joan",2024-08-28,2024-12-21,SPS01_HIM_370_1249_15751,10
HIM-SPS,1,1249,Active,HIM,370,"2         ",Org Dev/Planning in Hlth Care,15754,"Faden,Marsha Joan",2024-08-28,2024-12-21,SPS01_HIM_370_1249_15754,10
HIM-SPS,1,1249,Active,HIM,615,"1         ",Finance&Revenue Mgmt,15430,"Peterson,Kathleen",2024-08-28,2024-12-21,SPS01_HIM_615_1249_15430,10
HIM-SPS,1,1249,Active,HIM,640,"1         ",Clin Terms/Classif Systems,15424,"Peterson,Kathleen",2024-08-28,2024-12-21,SPS01_HIM_640_1249_15424,10
HIM-SPS,1,1249,Active,PHE,200,"1         ",Introduction to Public Health,15695,"Carey,Stephanie R",2024-08-28,2024-12-21,SPS01_PHE_200_1249_15695,10
HIM-SPS,1,1249,Active,PHE,200,"2         ",Introduction to Public Health,15697,"Carey,Stephanie R",2024-08-28,2024-12-21,SPS01_PHE_200_1249_15697,10
HIM-SPS,1,1249,Active,BIO,310,"3         ",Pathophysiology & Pharmacology,15715,"Stetson,Elliot M",2024-08-28,2024-12-21,SPS01_BIO_310_1249_15715,10
HIM-SPS,1,1249,Active,HIM,210,"1         ",Introduction to Spreadsheets,15418,"Thomas,Norlene A",2024-08-28,2024-12-21,SPS01_HIM_210_1249_15418,10
HIM-SPS,1,1249,Active,HIM,210,"3         ",Introduction to Spreadsheets,15417,"Thomas,Norlene A",2024-08-28,2024-12-21,SPS01_HIM_210_1249_15417,10
HIM-SPS,1,1249,Active,HIM,300,"1         ",Clinical Classification Systs,15660,"Long,Christina E",2024-08-28,2024-12-21,SPS01_HIM_300_1249_15660,10
HIM-SPS,1,1249,Active,HIM,332,"2         ",Qlty Mgmt & Perform Improv,15766,"Mohlenhoff,Janet",2024-08-28,2024-12-21,SPS01_HIM_332_1249_15766,10
HIM-SPS,1,1249,Active,HIM,341,"1         ",Procedural Coding,15572,"Long,Christina E",2024-08-28,2024-12-21,SPS01_HIM_341_1249_15572,10
HIM-SPS,1,1249,Active,HIM,360,"1         ",Priv & Security Health Info,15759,"Pentland,Ellen S",2024-08-28,2024-12-21,SPS01_HIM_360_1249_15759,10
HIM-SPS,1,1249,Active,HIM,360,"2         ",Priv & Security Health Info,15760,"Pentland,Ellen S",2024-08-28,2024-12-21,SPS01_HIM_360_1249_15760,10
HIM-SPS,1,1249,Active,HIM,362,"1         ",Healthcare Data Analysis,15496,"D'Errico,Tracy L",2024-08-28,2024-12-21,SPS01_HIM_362_1249_15496,10
HIM-SPS,1,1249,Active,HIM,441,"1         ",Coding Capstone,15493,"Long,Christina E",2024-08-28,2024-12-21,SPS01_HIM_441_1249_15493,10
HIM-SPS,1,1249,Active,HIM,610,"1         ","Privacy, Security,Legal Issues",15428,"Mancilla,Desla R",2024-08-28,2024-12-21,SPS01_HIM_610_1249_15428,10
HIM-SPS,1,1249,Active,HIM,645,"1         ",Information & Data Governance,15423,"Mancilla,Desla R",2024-08-28,2024-12-21,SPS01_HIM_645_1249_15423,10
HIM-SPS,1,1249,Active,PHE,200,"3         ",Introduction to Public Health,15692,"Fasolino,Theresa",2024-08-28,2024-12-21,SPS01_PHE_200_1249_15692,10
HIM-SPS,7W2,1249,Active,PROM,601,"1         ",Proj Comm & Leadrshp,15405,"Ouellette,Bethel",2024-10-21,2024-12-11,SPS01_PROM_601_1249_15405,10
HIM-SPS,7W2,1249,Active,PROM,602,"1         ",Managing Triple Constraints,15362,"Ouellette,Bethel",2024-10-21,2024-12-11,SPS01_PROM_602_1249_15362,10
HIM-SPS,1,1249,Active,HIM,200,"4         ",Medical Terminology,15777,"Rickerby,Deanna",2024-08-28,2024-12-21,SPS01_HIM_200_1249_15777,10
HIM-SPS,1,1249,Active,HIM,202,"2         ",Intro to Hlth  Info Mgmt,15772,"Walton,Tara Lee",2024-08-28,2024-12-21,SPS01_HIM_202_1249_15772,10
HIM-SPS,1,1249,Active,HIM,465,"1         ",Electronic Health Records,15749,"Walton,Tara Lee",2024-08-28,2024-12-21,SPS01_HIM_465_1249_15749,10
HIM-SPS,1,1249,Active,PROM,210,"1         ",Project Management,15743,"Bendre,Hemant V",2024-08-28,2024-12-21,SPS01_PROM_210_1249_15743,10
HIM-SPS,1,1249,Active,PROM,210,"2         ",Project Management,15746,"Bendre,Hemant V",2024-08-28,2024-12-21,SPS01_PROM_210_1249_15746,10
HIM-SPS,1,1249,Active,PROM,600,"1         ",Fundamentals of Project Mgmt,15335,"Bendre,Hemant V",2024-08-28,2024-12-21,SPS01_PROM_600_1249_15335,10
HIM-SPS,1,1249,Active,HESA,499,"1         ",Hlth Svc Admin Capstone,15457,"Siegert,Mary T",2024-08-28,2024-12-21,SPS01_HESA_499_1249_15457,10
HIM-SPS,1,1249,Active,HESA,499,"2         ",Hlth Svc Admin Capstone,15456,"Siegert,Mary T",2024-08-28,2024-12-21,SPS01_HESA_499_1249_15456,10
HIM-SPS,1,1249,Active,HIM,332,"1         ",Qlty Mgmt & Perform Improv,15764,"Faden,Steven A",2024-08-28,2024-12-21,SPS01_HIM_332_1249_15764,10
HIM-SPS,1,1249,Active,HIM,361,"1         ",Intro To Database Design,15747,"Faden,Steven A",2024-08-28,2024-12-21,SPS01_HIM_361_1249_15747,10
HIM-SPS,1,1249,Active,BIO,200,"4         ",Biology of the Human Body,15700,"Sulley,Saanie",2024-08-28,2024-12-21,SPS01_BIO_200_1249_15700,10
HIM-SPS,1,1249,Active,BIO,310,"1         ",Pathophysiology & Pharmacology,15712,"Stetson,Beryl",2024-08-28,2024-12-21,SPS01_BIO_310_1249_15712,10
HIM-SPS,1,1249,Active,BIO,310,"2         ",Pathophysiology & Pharmacology,15710,"Stetson,Beryl",2024-08-28,2024-12-21,SPS01_BIO_310_1249_15710,10
HIM-SPS,1,1249,Active,HESA,450,"1         ","Compli, Regs & Legal Issue/HC",15458,"Kaleem,Umar M",2024-08-28,2024-12-21,SPS01_HESA_450_1249_15458,10
HIM-SPS,1,1249,Active,HESA,450,"2         ","Compli, Regs & Legal Issue/HC",15459,"Cox,Junelle M",2024-08-28,2024-12-21,SPS01_HESA_450_1249_15459,10
HIM-SPS,1,1249,Active,HESA,450,"3         ","Compli, Regs & Legal Issue/HC",15460,"Cox,Junelle M",2024-08-28,2024-12-21,SPS01_HESA_450_1249_15460,10
HIM-SPS,1,1249,Active,HIM,202,"1         ",Intro to Hlth  Info Mgmt,15771,"Skarbek,Diana",2024-08-28,2024-12-21,SPS01_HIM_202_1249_15771,10
HIM-SPS,1,1249,Active,HIM,205,"1         ",Healthcare Delivery Systems,15658,"Aduwo,Mercy A",2024-08-28,2024-12-21,SPS01_HIM_205_1249_15658,10
HIM-SPS,1,1249,Active,HIM,205,"3         ",Healthcare Delivery Systems,15661,"Smith,Lance J",2024-08-28,2024-12-21,SPS01_HIM_205_1249_15661,10
HIM-SPS,1,1249,Active,HIM,210,"2         ",Introduction to Spreadsheets,15416,"Dewar,Natanya",2024-08-28,2024-12-21,SPS01_HIM_210_1249_15416,10
HIM-SPS,1,1249,Active,HIM,250,"1         ",Health Statistics and Research,15767,"Dewar,Natanya",2024-08-28,2024-12-21,SPS01_HIM_250_1249_15767,10
HIM-SPS,1,1249,Active,HIM,331,"1         ",Legal/Eth Aspect-Healthcare,15769,"Smith,Lance J",2024-08-28,2024-12-21,SPS01_HIM_331_1249_15769,10
HIM-SPS,1,1249,Active,HIM,350,"1         ",HIM Applications,15761,"Skarbek,Diana",2024-08-28,2024-12-21,SPS01_HIM_350_1249_15761,10
HIM-SPS,1,1249,Active,HIM,380,"1         ",Reimbursement Methodologies,15750,"Skarbek,Diana",2024-08-28,2024-12-21,SPS01_HIM_380_1249_15750,10
HIM-SPS,1,1249,Active,HIM,600,"1         ",U.S. Healthcare Delivery,15431,"Kaleem,Umar M",2024-08-28,2024-12-21,SPS01_HIM_600_1249_15431,10
HIM-SPS,1,1249,Active,HIM,625,"1         ",Heathcare Stat/Resrch Methods,15427,"Ndanga,Memory",2024-08-28,2024-12-21,SPS01_HIM_625_1249_15427,10
HIM-SPS,1,1249,Active,PHE,200,"4         ",Introduction to Public Health,15694,"Case,Gerard G",2024-08-28,2024-12-21,SPS01_PHE_200_1249_15694,10
HIM-SPS,1,1249,Active,PROM,210,"3         ",Project Management,15744,"Swaim,James A",2024-08-28,2024-12-21,SPS01_PROM_210_1249_15744,10
HIM-SPS,1,1249,Active,PROM,210,"4         ",Project Management,15745,"Swaim,James A",2024-08-28,2024-12-21,SPS01_PROM_210_1249_15745,10
HIM-SPS,7W1,1249,Active,PROM,600,"2         ",Fundamentals of Project Mgmt,15338,"Swaim,James A",2024-08-28,2024-10-18,SPS01_PROM_600_1249_15338,10
HIM-SPS,1,1249,Active,HIM,200,"1         ",Medical Terminology,15773,"Case,Patrice",2024-08-28,2024-12-21,SPS01_HIM_200_1249_15773,10
HIM-SPS,1,1249,Active,HIM,200,"2         ",Medical Terminology,15770,"Karl,Ellen S",2024-08-28,2024-12-21,SPS01_HIM_200_1249_15770,10
HIM-SPS,1,1249,Active,HIM,200,"3         ",Medical Terminology,15774,"Case,Patrice",2024-08-28,2024-12-21,SPS01_HIM_200_1249_15774,10
HIM-SPS,1,1249,Active,HIM,451,"1         ",Prof Pract Experience II,15752,"Karl,Ellen S",2024-08-28,2024-12-21,SPS01_HIM_451_1249_15752,10
HIM-SPS,1,1249,Active,BIO,200,"3         ",Biology of the Human Body,15831,"Vasovic,Ana",2024-08-28,2024-12-21,SPS01_BIO_200_1249_15831,10
HIM-SPS,1,1249,Active,BIO,310,"4         ",Pathophysiology & Pharmacology,15713,"Uzun,Ozcan",2024-08-28,2024-12-21,SPS01_BIO_310_1249_15713,10
HIM-SPS,1,1249,Active,HESA,369,"2         ",Health Information Technology,15463,"Rose,Joy P",2024-08-28,2024-12-21,SPS01_HESA_369_1249_15463,10
HIM-SPS,1,1249,Active,BIO,200,"5         ",Biology of the Human Body,15696,NULL,2024-08-28,2024-12-21,SPS01_BIO_200_1249_15696,10
HIM-SPS,1,1249,Active,BIO,310,"5         ",Pathophysiology & Pharmacology,15714,NULL,2024-08-28,2024-12-21,SPS01_BIO_310_1249_15714,10
HIM-SPS,1,1249,Active,HIM,200,"5         ",Medical Terminology,15779,NULL,2024-08-28,2024-12-21,SPS01_HIM_200_1249_15779,10
HIM-SPS,1,1249,Active,HIM,202,"3         ",Intro to Hlth  Info Mgmt,15768,NULL,2024-08-28,2024-12-21,SPS01_HIM_202_1249_15768,10
HIM-SPS,1,1249,Active,HIM,205,"5         ",Healthcare Delivery Systems,15663,NULL,2024-08-28,2024-12-21,SPS01_HIM_205_1249_15663,10
HIM-SPS,1,1249,Active,HIM,210,"6         ",Introduction to Spreadsheets,15421,NULL,2024-08-28,2024-12-21,SPS01_HIM_210_1249_15421,10
HIM-SPS,1,1249,Active,HIM,332,"3         ",Qlty Mgmt & Perform Improv,15765,NULL,2024-08-28,2024-12-21,SPS01_HIM_332_1249_15765,10
HIM-SPS,1,1249,Active,HIM,360,"4         ",Priv & Security Health Info,15757,NULL,2024-08-28,2024-12-21,SPS01_HIM_360_1249_15757,10
HIM-SPS,1,1249,Active,HIM,365,"1         ",Management in Health Care,15755,NULL,2024-08-28,2024-12-21,SPS01_HIM_365_1249_15755,10
HIM-SPS,1,1249,Active,HIM,370,"3         ",Org Dev/Planning in Hlth Care,15753,NULL,2024-08-28,2024-12-21,SPS01_HIM_370_1249_15753,10
HIM-SPS,1,1249,Active,HIM,600,"2         ",U.S. Healthcare Delivery,15432,NULL,2024-08-28,2024-12-21,SPS01_HIM_600_1249_15432,10
LARTS-SPS,1,1249,Active,SPAN,101,"2         ",Beginning Spanish I,15374,"Sangurima Quiles,Jeanneth M",2024-08-28,2024-12-21,SPS01_SPAN_101_1249_15374,10
LARTS-SPS,1,1249,Active,SPAN,110,"2         ",Spanish for Health Professions,15590,"Sangurima Quiles,Jeanneth M",2024-08-28,2024-12-21,SPS01_SPAN_110_1249_15590,10
LARTS-SPS,1,1249,Active,LBL,498,"1         ",Capstone in Liberal Studies I,15471,"Jacobs,Sarah Ruth Upton",2024-08-28,2024-12-21,SPS01_LBL_498_1249_15471,10
LARTS-SPS,1,1249,Active,QUAN,201,"2         ",Quant Reason & Society,15690,"Stepp,Elizabeth Fleming",2024-08-28,2024-12-21,SPS01_QUAN_201_1249_15690,10
LARTS-SPS,1,1249,Active,QUAN,201,"5         ",Quant Reason & Society,15687,"Stepp,Elizabeth Fleming",2024-08-28,2024-12-21,SPS01_QUAN_201_1249_15687,10
LARTS-SPS,1,1249,Active,COM,210,"2         ",Writing at Work,15680,"Nelson,Bradley Michael",2024-08-28,2024-12-21,SPS01_COM_210_1249_15680,10
LARTS-SPS,1,1249,Active,COM,210,"7         ",Writing at Work,15685,"Nelson,Bradley Michael",2024-08-28,2024-12-21,SPS01_COM_210_1249_15685,10
LARTS-SPS,1,1249,Active,COM,210,"10        ",Writing at Work,15686,"Nelson,Bradley Michael",2024-08-28,2024-12-21,SPS01_COM_210_1249_15686,10
LARTS-SPS,1,1249,Active,BIO,250,"1         ",Tree of Life: Evolution,15495,"Aquino-Gerard,Adriana",2024-08-28,2024-12-21,SPS01_BIO_250_1249_15495,10
LARTS-SPS,1,1249,Active,ENG,101,"1         ",College Writing I,15391,"Pauliny,Tara Suzanne",2024-08-28,2024-12-21,SPS01_ENG_101_1249_15391,10
LARTS-SPS,1,1249,Active,GEOG,301,"1         ",International Migration & Ethn,15325,"Cannon,Anita Michele",2024-08-28,2024-12-21,SPS01_GEOG_301_1249_15325,10
LARTS-SPS,1,1249,Active,GEOG,301,"2         ",International Migration & Ethn,15324,"Cannon,Anita Michele",2024-08-28,2024-12-21,SPS01_GEOG_301_1249_15324,10
LARTS-SPS,1,1249,Active,PHIL,110,"1         ",Critical Thinking,15706,"Fitzgerald,Michael W",2024-08-28,2024-12-21,SPS01_PHIL_110_1249_15706,10
LARTS-SPS,1,1249,Active,PHIL,110,"4         ",Critical Thinking,15708,"Fitzgerald,Michael W",2024-08-28,2024-12-21,SPS01_PHIL_110_1249_15708,10
LARTS-SPS,1,1249,Active,PHIL,110,"OSP1      ",Critical Thinking,15703,"Fitzgerald,Michael W",2024-08-28,2024-12-21,SPS01_PHIL_110_1249_15703,10
LARTS-SPS,1,1249,Active,ECO,201,"2         ",Microeconomics,15330,"Kouakou,Kafui Koffi",2024-08-28,2024-12-21,SPS01_ECO_201_1249_15330,10
LARTS-SPS,1,1249,Active,MATH,215,"3         ",Introduction to Statistics,15791,"Kouakou,Kafui Koffi",2024-08-28,2024-12-21,SPS01_MATH_215_1249_15791,10
LARTS-SPS,1,1249,Active,AMER,200,"1         ",American History & Culture,15673,"Nicholson,Marisa A",2024-08-28,2024-12-21,SPS01_AMER_200_1249_15673,10
LARTS-SPS,1,1249,Active,AMER,200,"2         ",American History & Culture,15676,"Nicholson,Marisa A",2024-08-28,2024-12-21,SPS01_AMER_200_1249_15676,10
LARTS-SPS,1,1249,Active,AST,101,"2         ",Introduction to Astronomy,15369,"Faherty,Jacqueline",2024-08-28,2024-12-21,SPS01_AST_101_1249_15369,10
